Utc,Bsp,Awa,Aws,Twa,Tws,Twd
42204.354493,0.5,117,4.7,105.4,4.46,132.8
42204.354505,0.5,118,4.9,106.5,4.67,131.8
42204.354517,0.45,121,5.1,80.7,4.91,128.8
42204.354528,0.45,121,5.1,84.6,4.93,129.4
42204.35454,,124,5.3,88.8,5.11,135.8
42204.354552,0.45,124,5.4,88.8,5.18,133.7
42204.354564,0.5,127,5.3,99.3,5.06,137.3
42204.354575,0.61,131,5.3,113.5,5.1,142.5
42204.354587,0.61,131,5.3,115.3,5.05,141.6
42204.354599,,134,5.1,118.7,4.87,144
42204.35461,0.61,133,4.8,117.7,4.57,142.3
42204.354622,0.61,134,4.4,119,4.21,142.9
42204.354634,0.61,137,4.2,122.5,4.06,144.4
42204.354646,0.61,143,4.2,128.9,4.07,150.8
42204.354658,0.61,148,4.5,133.5,4.26,154.7
42204.354669,,149,4.2,135,4.01,155.2
42204.354681,0.61,151,3.8,137.6,3.65,157.9
42204.354692,0.5,154,3.4,131.8,3.3,159.4
42204.354704,0.5,150,3.1,128.1,2.98,156.9
42204.354716,0.45,146,2.9,117.9,2.78,152.4
42204.354727,,141,2.8,112.6,2.7,146.3
42204.354739,0,133,2.7,129.7,2.35,131.4
42204.354751,0,126,2.4,121.4,2.09,122.1
42204.354762,0,126,2.4,121.3,2.13,121.1
42204.354774,0,126,2.4,121.3,2.13,121.1
42204.354786,0.45,126,2.4,98.4,2.22,129.6
42204.354798,0.5,,,103.5,2.37,130.9
42204.354809,0.61,,,103.5,2.37,131.3
42204.354821,0.72,,,126.4,2.54,131.6
42204.354833,0.94,,,136,2.62,137.5
42204.354844,1.05,,,128.1,2.56,140.8
42204.354856,1.27,,,132.8,2.75,144.1
42204.354868,1.38,,,135.9,2.82,145.3
42204.354879,1.49,,,139.9,2.91,145.5
42204.354891,1.71,,,143.2,3.07,147.2
42204.354903,,94,2.4,119.9,2.58,123.8
42204.354915,1.93,93,2.6,121.3,2.85,124.1
42204.354926,2.15,92,2.6,126.1,2.98,124.2
42204.354938,2.26,88,2.5,126.5,2.86,125.5
42204.35495,2.48,85,2.6,126.7,2.98,126.5
42204.354961,2.59,85,3.1,121.8,3.4,121.5
42204.354973,,81,3.3,116.5,3.43,117.2
42204.354985,2.92,78,3.5,116.9,3.61,117.4
42204.354996,3.03,76,4,111.4,3.9,111.8
42204.355008,3.14,75,4.4,108.6,4.28,108.6
42204.35502,3.25,73,4.5,107.1,4.3,108.5
42204.355031,,68,4.8,99.9,4.32,102.3
42204.355043,3.58,66,4.8,102.7,4.3,104
42204.355055,3.69,61,5.2,96.1,4.31,97
42204.355066,3.8,54,4.8,95.5,3.75,97.4
42204.355078,3.91,52,4.4,101.3,3.41,102.2
42204.35509,,52,4.2,104.5,3.27,105.4
42204.355101,4.13,49,3.9,111.6,2.97,113.3
42204.355113,4.24,49,3.8,115.8,3.02,115.7
42204.355125,4.35,49,3.5,123.5,2.94,123.6
42204.355136,4.35,51,3.4,126,3.01,126
42204.355148,,49,3.5,123.5,2.94,123.6
42204.35516,4.46,53,3.7,122.4,3.24,121.9
42204.355172,4.46,54,3.4,128.3,3.26,126.1
42204.355183,4.57,55,3.3,131.7,3.29,129.6
42204.355195,4.57,45,3.1,134.8,2.77,132.9
42204.355207,,46,2.9,138.8,2.81,137.8
42204.355218,4.68,42,2.8,142.4,2.72,141.3
42204.35523,,,,,,
42204.355242,4.68,38,2.9,141.5,2.53,141.6
42204.355253,4.68,34,3.9,118.5,2.32,118.5
42204.355265,4.68,33,3.8,121.2,2.25,121.2
42204.355277,,34,4,115.8,2.33,115.9
42204.355288,4.68,35,4.4,106,2.51,106.8
42204.3553,4.68,37,4.5,104.4,2.66,105.5
42204.355312,4.79,39,4.5,107.7,2.83,108.7
42204.355323,4.79,41,4.3,112.7,2.89,113.7
42204.355335,,43,4,119.4,2.93,120.4
42204.355347,4.79,40,3.8,123.2,2.72,124.1
42204.355358,4.79,39,3.7,125.5,2.65,127.5
42204.35537,4.79,37,4,118.4,2.56,120.4
42204.355382,4.79,37,4.3,120.8,2.42,122.8
42204.355394,,37,4.3,111.4,2.63,113.4
42204.355405,4.79,37,5,96.1,2.9,98.1
42204.355417,4.79,42,4.6,107,3.09,108.1
42204.355429,4.79,42,4.6,107.1,3.07,108.1
42204.35544,4.79,46,4.3,113.7,3.08,114.7
42204.355452,,46,4.3,114.5,3.21,114.5
42204.355464,4.79,48,4.4,113.5,3.37,113.6
42204.355475,4.79,51,4.6,111.7,3.7,110.7
42204.355487,4.79,51,4.6,111.8,3.65,110.8
42204.355499,4.79,52,4.8,109.3,3.81,108.3
42204.35551,4.9,52,4.8,109.3,3.81,109.3
42204.355522,,52,5,108.1,3.95,108.1
42204.355534,4.9,53,5,108.8,4.04,110.8
42204.355545,4.9,53,5,108.7,4.01,110.8
42204.355557,4.9,52,5.3,104.1,4.1,107.2
42204.355569,4.9,52,5.3,104.1,4.11,109.2
42204.355581,,51,5.6,99.6,4.23,104.6
42204.355593,4.9,51,5.6,99.6,4.23,103.6
42204.355605,4.9,52,5.8,99.6,4.23,103.7
42204.355616,4.9,52,5.8,98.2,4.42,101.2
42204.355628,4.9,49,5.8,95.6,4.19,97.6
42204.35564,4.9,49,5.8,95.4,4.21,97.5
42204.355651,,49,5.7,96.6,4.16,97.6
42204.355663,4.9,50,5.6,98.8,4.18,98.8
42204.355675,5.01,53,5.6,102.7,4.41,101.6
42204.355686,5.01,57,5.8,103.7,4.8,100.5
42204.355698,5.01,57,5.8,104.1,4.81,98.7
42204.35571,,64,5.7,110.5,5.28,104.8
42204.355721,5.01,67,6,109.9,5.6,105.5
42204.355733,5.12,69,6.1,111.7,5.82,109.5
42204.355745,5.12,70,6.3,110.9,6.01,109.8
42204.355757,5.01,72,6.4,110.8,6.2,107.7
42204.355768,5.01,74,6.4,112.6,6.33,109.6
42204.35578,,74,6.2,114.1,6.17,108.1
42204.355792,4.9,75,6.2,114,6.2,106.6
42204.355803,4.79,76,6.1,114.4,6.16,108
42204.355815,4.68,76,6,113.8,6.02,106.7
42204.355827,,,,,,
42204.355839,4.57,76,5.9,113.5,5.9,106.3
42204.35585,4.57,78,6.6,110.7,6.53,104.5
42204.355862,4.57,79,6.4,113.5,6.45,107.3
42204.355874,4.46,80,6.1,114.7,6.24,108.5
42204.355885,4.46,80,5.6,117.8,5.9,110.6
42204.355897,4.46,80,5.6,117.8,5.89,110.1
42204.355909,4.46,79,5.6,117.1,5.83,110.4
42204.35592,,78,5.3,118.3,5.55,112.9
42204.355932,4.57,77,5.4,117.5,5.59,113.5
42204.355944,4.68,75,5.1,119.6,5.33,114.6
42204.355956,4.68,73,4.8,121,5.01,115.8
42204.355968,4.68,70,4.7,120.2,4.79,114
42204.355979,,72,4.7,121.3,4.9,115.2
42204.355991,4.68,70,4.6,121.2,4.73,115
42204.356002,4.79,72,5,119.6,5.11,113.4
42204.356014,4.79,72,5,119.8,5.15,113.3
42204.356026,4.79,68,4.8,119.2,4.79,113.8
42204.356038,,68,4.3,124.5,4.49,120.3
42204.356049,4.9,72,4.4,126.5,4.81,122.3
42204.356061,4.9,76,4.1,131.4,4.9,127.2
42204.356073,4.9,79,3.8,135.8,4.83,131.4
42204.356085,4.9,75,4.1,131,4.81,126.6
42204.356096,,79,3.8,135.8,4.83,131.4
42204.356108,5.01,76,4.1,132.3,4.91,128.1
42204.35612,5.01,76,3.9,134.5,4.83,131.1
42204.356131,5.01,77,3.7,137,4.75,133.6
42204.356143,5.01,75,3.5,138.5,4.56,135.1
42204.356155,,79,3.5,139.7,4.75,137.3
42204.356167,5.01,79,3.5,139.7,4.76,137.1
42204.356178,5.01,80,3.2,143,4.69,140.4
42204.35619,,,,,,
42204.356201,5.01,83,3.2,143.8,4.79,143.2
42204.356213,5.12,77,3.7,137.9,4.84,138.3
42204.356225,,76,4,134.4,4.93,135.8
42204.356237,5.12,74,4.2,131.5,4.94,134
42204.356249,5.12,73,4.3,130.1,4.93,133.6
42204.35626,5.12,74,4.4,129.5,5.05,134
42204.356272,5.01,71,5.1,120.4,5.25,124.9
42204.356284,,72,4.9,122.8,5.19,128.3
42204.356296,4.9,70,4.8,121.5,4.95,128.2
42204.356307,4.9,70,4.7,122.5,4.9,129.2
42204.356319,4.9,71,4.7,123,4.95,130.7
42204.356331,4.9,69,5.5,122.5,4.89,130.2
42204.356343,,69,5.5,114.5,5.35,123.2
42204.356354,4.9,69,5.2,117.2,5.16,126.8
42204.356366,4.9,67,5.2,116,5.05,125.5
42204.356378,4.9,67,5.2,115.9,5.04,125.5
42204.35639,4.9,65,5.1,117.3,4.86,127.8
42204.356401,4.9,65,5.1,115.6,4.86,126.2
42204.356413,,65,5,116.5,4.78,128.3
42204.356425,4.9,65,5.3,113.5,4.95,126.3
42204.356436,5.01,65,5.3,114.8,5.02,127.4
42204.356448,5.01,64,4.9,118.3,4.74,131.9
42204.35646,5.12,64,4.9,119.4,4.77,133
42204.356472,,65,5.1,117.9,4.94,131.5
42204.356484,5.01,60,5.1,113.7,4.54,129.4
42204.356495,5.01,58,5.3,113.7,4.58,131.6
42204.356507,4.9,56,5.5,104.8,4.46,123
42204.356519,4.79,52,5.8,96.7,4.35,124
42204.356531,4.79,52,5.8,96.6,4.41,127
42204.356542,,49,6.5,87.1,4.68,123.7
42204.356554,4.79,47,6.6,84.1,4.64,129.5
42204.356566,4.68,46,6.9,78.3,4.8,131
42204.356577,4.57,40,7.5,65.4,4.81,124.9
42204.356589,4.46,40,7.5,64,4.92,129.6
42204.356601,,31,7.6,51.9,4.39,123.3
42204.356613,4.35,29,7.6,48.1,4.32,122.4
42204.356625,4.13,23,7.7,39.2,4.19,118.4
42204.356636,3.91,21,7.4,37.2,4.01,120
42204.356648,3.69,22,7.4,35.2,4.16,119
42204.35666,3.58,21,7.4,34.5,4.25,116.4
42204.356671,,22,7.2,34.8,4.04,118
42204.356683,3.47,17,7.3,28.9,4.1,113.6
42204.356695,3.25,19,8.2,29.1,5.24,116.3
42204.356707,3.14,21,7.6,31,4.78,119.2
42204.356719,3.03,21,7.2,31.1,4.48,119.4
42204.35673,2.92,21,7.3,30.2,4.67,119.5
42204.356742,,19,7,29.1,4.33,117.8
42204.356754,2.7,22,6.9,30.9,4.48,121.3
42204.356766,2.59,21,6.8,30.1,4.47,121.8
42204.356777,,,,,,
42204.356789,2.59,22,6.4,32.2,4.1,123.9
42204.356801,2.37,22,6.5,29.4,4.36,124
42204.356812,,22,6.5,29.5,4.36,124.1
42204.356824,2.26,20,6.3,27.9,4.24,122.6
42204.356836,2.15,20,6,26.5,4.01,121.4
42204.356848,2.15,16,5.9,24.7,3.89,117.2
42204.356859,2.04,17,5.8,22.4,3.86,118.4
42204.356871,,17,5.7,24,3.78,117.9
42204.356883,2.04,17,5.9,23.7,3.98,118.5
42204.356895,2.04,17,6.4,21.5,4.46,117.6
42204.356907,,,,,,
42204.356918,2.04,17,6.4,21.5,4.46,116.6
42204.35693,1.93,17,6.3,22.5,4.48,117.4
42204.356941,,15,6.4,20.1,4.55,115
42204.356953,1.93,14,6.2,19,4.34,114.9
42204.356965,1.82,12,6.3,18.1,4.54,112.2
42204.356977,1.82,12,6.4,15.4,4.63,112.3
42204.356988,1.71,8,6.4,12.3,4.72,108.2
42204.357,,8,6.5,7.1,4.8,106.8
42204.357012,1.71,7,6.2,5.8,4.49,104.6
42204.357024,1.6,3,6,-0.2,4.4,99.9
42204.357035,1.6,4,6.1,3.8,4.5,102
42204.357047,1.6,7,6,7.9,4.41,106.1
42204.357059,,10,6.9,8.9,5.31,109
42204.35707,1.6,9,6.8,7.7,5.21,107.8
42204.357082,1.6,10,6.7,9,5.11,109.1
42204.357096,1.6,7,6.4,5.1,4.7,103.3
42204.357106,1.49,7,6.4,4.4,4.91,105.9
42204.357117,,8,6.4,5.7,4.91,107.2
42204.357129,1.49,9,6.2,10,4.73,110.3
42204.357141,1.49,10,6.3,11.3,4.83,116.7
42204.357153,1.49,6,6.1,3.1,4.61,108.5
42204.357164,1.49,11,6.3,12.6,4.84,115.7
42204.357176,,11,6.3,3.1,4.79,113.5
42204.357188,1.38,10,6.2,7.4,4.83,113.4
42204.3572,1.38,11,6.1,8.7,4.73,115.7
42204.357211,1.38,11,6.1,8.7,4.73,116.6
42204.357223,1.38,9,6,6.2,4.62,114.1
42204.357234,1.38,9,6,6.1,4.62,114.1
42204.357246,,9,6,6.1,4.62,115
42204.357258,1.38,7,5.8,3.6,4.42,111.5
42204.35727,,10,5.7,15.3,4.36,117.3
42204.357282,1.38,8,5.7,19.5,4.38,113.4
42204.357293,1.38,12,5.7,17.9,4.37,120.9
42204.357305,1.27,12,5.7,8.9,4.44,116.7
42204.357317,,11,5.7,7.6,4.43,115.4
42204.357328,1.27,10,5.6,10.5,4.35,113.2
42204.35734,1.27,9,5.5,9.2,4.24,111
42204.357352,1.27,5,5.6,-0.1,4.32,104.8
42204.357363,1.27,6,5.5,-0.1,4.33,104.8
42204.357375,1.27,6,5.5,1.2,4.23,106.1
42204.357387,,5,5.5,-0.1,4.22,104.8
42204.357399,,5,5.8,-0.1,4.52,104.8
42204.357411,1.27,4,5.8,-1.3,4.53,106.4
42204.357422,1.27,4,5.7,2.7,4.43,112.4
42204.357434,1.27,4,5.9,-1.4,4.63,110.2
42204.357446,1.27,4,5.9,-1.3,4.63,109.3
42204.357458,,4,7.1,-1.2,5.83,109.4
42204.35747,1.27,7,6.6,2.6,5.33,113.1
42204.357481,1.27,6,6.5,1.3,5.23,111.8
42204.357493,1.16,8,6.3,2.5,5.13,114
42204.357505,1.16,8,6.4,2.5,5.13,115
42204.357516,1.16,6,6.2,0,5.03,112.5
42204.357528,,6,6.3,0,5.13,113.5
42204.35754,1.16,6,6.1,0,4.93,113.5
42204.357551,1.16,2,6,-0.3,4.84,114.1
42204.357563,1.05,7,5.9,-0.4,4.84,115.4
42204.357575,1.05,9,5.7,7.6,4.66,118.9
42204.357587,1.05,9,5.5,2,4.44,116.9
42204.357598,,8,5.5,0.7,4.44,116.6
42204.35761,1.05,11,5.5,-8.2,4.41,116.9
42204.357622,1.05,8,6,6.3,4.95,116.6
42204.357633,1.05,7,5.9,-0.4,4.84,114.4
42204.357645,1.05,10,5.8,3.2,4.74,118.1
42204.357657,,12,5.6,11.3,4.57,121.6
42204.357669,1.05,12,5.6,5.7,4.55,119.6
42204.35768,1.05,11,5.4,10.2,4.36,118.6
42204.357692,1.05,13,5.2,7,4.15,119
42204.357704,1.05,13,5.2,7,4.15,117.1
42204.357716,,15,5.1,9.5,4.05,118.7
42204.357727,1.05,13,5.2,7,4.15,114.3
42204.357739,1.05,14,5.1,14.1,4.07,114.8
42204.357751,1.05,13,5,7,3.95,111.4
42204.357762,0.94,13,4.9,4.6,3.95,108
42204.357774,,13,4.9,4.6,3.95,104.2
42204.357786,0.94,15,4.8,14.3,3.88,104.2
42204.357797,0.94,20,4.5,27.7,3.66,105.8
42204.357809,0.94,23,4.5,23.6,3.63,104
42204.357821,0.94,24,4.8,37.4,4.05,98.9
42204.357833,,26,4.5,39.5,3.77,96.1
42204.357845,0.94,29,4.5,41.3,3.81,93.2
42204.357856,0.94,33,4.5,49.7,3.93,91.2
42204.357868,0.94,39,4.3,62.9,3.9,92.8
42204.357879,0.94,44,4.1,69,3.7,93
42204.357891,,49,4,74.5,3.71,93.1
42204.357903,0.94,56,3.8,75.2,3.52,94.4
42204.357914,1.05,61,3.7,74.1,3.42,96.1
42204.357926,1.05,64,3.9,76.2,3.61,95.5
42204.357938,1.05,66,3.8,79.4,3.54,94.2
42204.357949,,69,3.8,76.2,3.47,94.7
42204.357961,1.16,70,3.9,83,3.64,94.9
42204.357973,1.27,77,3.8,88.6,3.64,102.6
42204.357984,1.27,79,4,89.5,3.8,101.8
42204.357996,1.38,80,3.9,92.7,3.73,103.2
42204.358008,,80,4,92.2,3.81,100.6
42204.358019,1.49,82,3.9,96.5,3.75,105.2
42204.358031,1.49,83,4,96.9,3.86,103.6
42204.358043,1.49,86,3.9,103.2,3.85,106.5
42204.358055,1.6,91,3.9,107.4,3.92,112.1
42204.358066,,97,3.9,111.3,3.96,117.1
42204.358078,1.6,103,3.8,117.7,3.96,123.4
42204.35809,1.6,112,4,125.2,4.31,129.9
42204.358101,1.6,115,3.9,128.4,4.17,132.1
42204.358113,1.6,117,3.8,130.6,4.12,133.3
42204.358125,,117,3.5,130.6,3.83,132.9
42204.358136,1.71,120,3.4,135.2,3.84,137.1
42204.358148,1.71,127,3.6,134.6,4.28,133.2
42204.35816,1.71,127,3.6,139.9,4.08,139.9
42204.358172,1.71,126,2.9,143.2,3.53,141.7
42204.358183,,126,2.9,143.2,3.51,140.7
42204.358195,1.71,120,2.8,139.6,3.35,136.1
42204.358207,1.71,121,2.6,140.5,3.18,136.5
42204.358219,1.71,121,2.6,141.5,3.21,134.3
42204.35823,1.71,131,2.5,151.7,3.3,141.4
42204.358242,1.71,131,2.5,152.6,3.29,140
42204.358254,,129,2.3,151.4,3.09,140.3
42204.358265,1.71,126,2.3,148.7,3.05,137.9
42204.358277,1.71,126,2.3,147.7,3.03,140.2
42204.358289,1.71,127,2.9,143.9,3.52,136.4
42204.3583,1.71,127,2.9,145.1,3.53,135.9
42204.358312,,123,3.2,140.9,3.74,131.7
42204.358324,1.71,117,2.9,138.1,3.4,126.9
42204.358335,1.71,115,2.8,135.9,3.28,126.4
42204.358347,1.71,112,2.7,134.3,3.16,123.8
42204.358359,1.71,112,2.8,134.3,3.17,121.8
42204.35837,1.71,112,2.8,133.5,3.25,121
42204.358382,,118,2.6,139.5,3.18,126
42204.358394,1.71,122,2.5,143.9,3.17,128.7
42204.358405,1.71,129,2.5,147.3,3.22,133.9
42204.358417,1.71,122,2.3,144.1,2.96,129.7
42204.358429,1.71,122,2.3,145.2,3,129
42204.358441,,130,2,152.1,2.86,135.9
42204.358452,1.71,128,1.8,152.4,2.65,136.3
42204.358464,1.6,125,1.8,148.7,2.53,134.4
42204.358476,1.6,129,1.8,152.1,2.59,135.8
42204.358487,1.6,129,1.8,151,2.56,135.6
42204.358499,,125,1.7,149.7,2.44,134.3
42204.358511,1.6,120,1.6,147.2,2.3,134.4
42204.358522,1.6,126,1.6,151.2,2.38,135.8
42204.358534,1.6,119,1.5,147.9,2.21,134.1
42204.358546,1.6,112,1.6,147.8,2.22,134.1
42204.358557,1.6,115,1.5,145.8,2.19,132.1
42204.358569,,114,1.3,148.2,2.03,134.6
42204.358581,1.6,108,1.2,147.4,1.89,133.7
42204.358592,1.6,105,1.2,146.2,1.85,132.5
42204.358604,1.6,109,1.2,147.8,1.91,134.1
42204.358616,1.6,104,1.2,145.7,1.85,132.1
42204.358627,,101,1.1,146.7,1.75,133
42204.358639,1.6,103,1.1,148,1.79,132.7
42204.358651,1.6,101,1.1,147.3,1.76,132
42204.358662,1.6,104,1.2,146.4,1.86,131.1
42204.358674,1.6,109,1.2,148.4,1.92,133.1
42204.358686,,110,1.2,148.2,1.91,134.5
42204.358698,1.6,113,1.8,141,2.38,127.3
42204.358709,1.6,114,1.8,141.6,2.4,128.9
42204.358721,1.6,116,2.2,138.8,2.72,126.1
42204.358732,1.71,112,2,139.8,2.59,126.8
42204.358744,1.71,112,2.1,138.8,2.67,125.8
42204.358756,,111,2.1,138.2,2.66,125.1
42204.358768,1.71,112,2.2,137.8,2.75,124.8
42204.358779,1.71,112,2.2,137.8,2.75,124.8
42204.358791,1.71,103,2.2,131.4,2.63,119.4
42204.358803,1.71,115,3,133.4,3.44,120.3
42204.358814,,107,3.2,125.3,3.51,113.2
42204.358826,1.71,112,3,130.9,3.41,118.8
42204.358837,1.71,117,2.9,135.7,3.42,122.6
42204.358849,1.71,116,2.7,136.3,3.21,123.2
42204.358861,1.71,113,2.4,137.6,2.94,123.1
42204.358873,,108,2.4,133.9,2.87,119.4
42204.358884,1.6,114,2.4,135.6,2.86,121.9
42204.358896,1.6,106,2.4,126.8,2.69,117.5
42204.358908,1.6,110,2.3,133.6,2.74,120.8
42204.358919,1.6,110,2.3,133.6,2.74,120.8
42204.358931,,110,2.3,133.6,2.74,120.8
42204.358943,1.6,111,2.1,137.6,2.61,122.2
42204.358954,1.71,105,2.3,129.5,2.66,120.5
42204.358966,1.71,109,2.3,134.6,2.79,121.6
42204.358978,1.71,118,2.3,141.6,2.92,126.2
42204.358989,,111,2.3,137.1,2.83,122.6
42204.359001,1.71,112,2.3,137.8,2.85,123.3
42204.359013,1.82,106,2.7,130.1,3.09,116.8
42204.359024,1.82,104,2.7,128.6,3.11,115.3
42204.359036,1.93,103,2.8,128.6,3.24,115
42204.359048,,101,2.8,127,3.2,113.5
42204.359059,2.04,101,3.1,126,3.5,112.2
42204.359071,2.04,99,3.1,124.4,3.45,111.6
42204.359083,2.15,97,3.2,124.2,3.57,110.4
42204.359095,2.15,95,3.1,123.5,3.45,109.7
42204.359106,,94,3.1,122.7,3.43,108.9
42204.359118,2.26,91,3,123,3.33,109.2
42204.35913,2.26,92,3.1,122.7,3.43,108.9
42204.359141,,,,,,
42204.359153,2.26,93,3.1,123.5,3.46,109.7
42204.359165,2.37,91,3,124.6,3.4,111.7
42204.359176,,92,3,125.9,3.43,111.2
42204.359188,2.48,91,2.8,128.9,3.3,114.2
42204.3592,2.48,91,2.7,130.1,3.24,115.4
42204.359211,2.48,92,2.8,129.6,3.32,115.9
42204.359223,2.48,91,2.9,127.8,3.38,113.1
42204.359235,,90,2.9,127.1,3.35,112.4
42204.359246,2.59,90,2.9,128.5,3.41,113.8
42204.359258,2.59,89,3,126.2,3.42,112.3
42204.35927,,,,,,113.9
42204.359281,2.59,87,3.1,123.3,3.45,110.9
42204.359293,2.59,88,3.2,122.9,3.55,110.5
42204.359305,,89,3.1,124.7,3.5,113.3
42204.359317,2.59,87,3.1,123.3,3.45,110.9
42204.359328,2.59,89,3.2,123.6,3.58,112.2
42204.35934,2.59,87,3,124.4,3.37,113.1
42204.359352,2.59,86,3.4,125.4,3.52,114
42204.359363,,86,3.4,119.3,3.65,107.9
42204.359375,2.59,89,3.2,123.6,3.57,112.2
42204.359387,2.7,87,2.9,127.2,3.38,115.8
42204.359398,2.7,87,2.9,127.2,3.35,115.8
42204.35941,2.7,87,2.7,125.4,3.15,114
42204.359422,,87,2.7,129.8,3.21,119.4
42204.359433,2.7,80,2.6,127.2,2.96,116.8
42204.359445,2.7,82,2.6,128.6,3.01,117.7
42204.359457,2.7,82,2.6,128.6,3.03,118.7
42204.359468,2.7,83,2.5,130.7,3.01,120.7
42204.35948,2.7,83,2.5,130.4,2.97,120
42204.359492,,80,2.5,128.8,2.89,119.4
42204.359503,2.7,76,2.4,128.4,2.71,119
42204.359515,2.7,76,2.4,128.4,2.72,118.5
42204.359527,2.7,79,2.5,128.5,2.86,118.6
42204.359538,2.7,79,2.5,128.5,2.88,118.6
42204.35955,,81,2.6,128.1,3,118.1
42204.359562,2.7,79,2.7,125.4,2.99,115.4
42204.359573,2.7,81,2.7,126.5,3.07,116.6
42204.359585,2.7,77,2.8,122.6,2.99,112.7
42204.359597,2.7,77,2.7,122.6,3.02,112.6
42204.359608,,77,2.7,123.9,2.94,114.4
42204.35962,2.7,75,2.6,124.4,2.81,114.9
42204.359632,2.7,83,2.5,130.4,3.01,122
42204.359644,2.7,78,2.5,127.7,2.82,119.3
42204.359655,2.7,80,2.4,127.7,2.84,118.3
42204.359667,2.7,80,2.4,130.4,2.83,121
42204.359679,,82,2.5,129.9,2.98,121.4
42204.35969,2.7,85,2.7,128.6,3.15,120.2
42204.359702,2.7,83,2.7,127.4,3.1,120
42204.359713,2.7,85,2.8,127.2,3.23,118.8
42204.359725,2.7,85,2.8,127.2,3.23,119.8
42204.359737,,84,2.8,126.6,3.19,119.2
42204.359748,2.7,88,3.2,124.3,3.58,117.9
42204.35976,2.7,86,3.4,120.8,3.66,113.4
42204.359772,2.7,84,3.5,118.3,3.69,111.8
42204.359783,2.7,84,3.5,118.2,3.71,111.8
42204.359795,,83,3.7,115.4,3.81,109
42204.359807,2.7,79,3.6,113.3,3.62,106.9
42204.359818,2.7,77,3.7,110.5,3.66,105.1
42204.35983,2.81,72,4.1,103.6,3.76,98.2
42204.359842,2.81,72,4.2,103.1,3.92,97.2
42204.359853,,72,4.1,104.2,3.86,98.2
42204.359865,2.81,70,4,103,3.67,97.5
42204.359877,2.81,69,3.9,103.2,3.57,98.8
42204.359888,2.81,71,3.6,109,3.48,104
42204.3599,2.92,63,3.5,106.9,3.11,100.7
42204.359912,2.92,65,3.2,113.4,3.08,106.7
42204.359923,,64,3.1,114.3,2.94,106.7
42204.359935,2.92,64,3.1,114,2.92,107.8
42204.359947,2.92,66,3.2,113.3,3.03,108.3
42204.359958,2.92,68,3.2,114.2,3.09,110.2
42204.35997,2.92,63,3.3,109.5,2.99,103.9
42204.359982,,71,3.1,118.6,3.22,112.3
42204.359993,2.92,67,3.1,116.3,3.04,108.6
42204.360005,2.92,69,3.2,115.7,3.15,107.5
42204.360017,2.92,72,3.1,118.8,3.2,110.2
42204.360028,2.92,72,3.1,118.1,3.13,111.6
42204.36004,2.92,68,3.2,114.3,3.05,106.2
42204.360052,,72,3.6,111.6,3.5,103.6
42204.360064,2.92,67,3.5,109,3.25,101
42204.360075,2.92,74,3.4,115.6,3.47,106.6
42204.360087,,,,,,
42204.360099,2.92,72,3.3,115.9,3.31,106.4
42204.36011,2.92,69,3,118.8,3.03,108.7
42204.360122,,74,3,122.2,3.21,109.6
42204.360134,3.03,68,3,120,3.03,108.9
42204.360145,3.03,75,3,123.8,3.28,113.2
42204.360157,3.03,70,3.3,115.9,3.26,104.9
42204.360169,3.03,78,3.3,121.6,3.55,111
42204.36018,,68,3.4,113.5,3.27,102.9
42204.360192,3.03,81,3.4,122.4,3.71,111.8
42204.360204,3.03,75,3.3,120,3.44,107.9
42204.360215,3.03,73,3.3,118.9,3.41,107.4
42204.360227,3.03,81,3.2,125.4,3.61,113.9
42204.360239,,74,3.3,119,3.41,108.4
42204.36025,2.92,84,3.3,123.8,3.67,112.8
42204.360262,2.92,78,3.4,118.1,3.5,108.6
42204.360274,2.92,84,3.4,122.3,3.73,111.8
42204.360285,2.81,79,3.4,117.6,3.53,105.6
42204.360297,,81,3.9,113.8,3.99,101.8
42204.360309,2.7,83,3.8,114.9,3.94,103
42204.360321,2.59,82,3.6,114.5,3.72,102.6
42204.360332,,,,,,
42204.360344,2.59,87,3.5,120.6,3.81,107.2
42204.360356,2.48,87,3.2,121.6,3.5,108.9
42204.360367,,79,3.3,114.3,3.38,101.6
42204.360379,2.48,90,3.3,122.8,3.66,110.2
42204.360391,2.48,80,3.2,116.3,3.28,103.6
42204.360402,2.48,76,3,115.9,3.07,103.2
42204.360414,2.48,76,2.9,117.3,2.99,104.6
42204.360426,,76,2.9,117.3,2.99,104.6
42204.360437,2.37,84,2.8,121.5,3.05,110.3
42204.360449,2.37,80,2.7,120.1,2.87,109
42204.360461,2.26,85,3.1,116.6,3.26,104.6
42204.360472,2.26,81,2.9,116,3,103
42204.360484,,82,3,115.4,3.1,102.4
42204.360496,2.26,78,3.1,110.9,3.08,96.9
42204.360508,2.26,78,3.1,111.6,3.1,96.8
42204.360519,2.26,74,3.4,104.4,3.23,88.6
42204.360531,2.26,72,3.4,101.8,3.15,87.9
42204.360543,,67,3.5,96.6,3.11,80.8
42204.360554,2.26,67,3.4,97.9,3.04,82.1
42204.360566,2.26,68,3.2,100.9,2.9,85.9
42204.360578,2.26,64,3.1,98.7,2.68,83.8
42204.360589,2.15,70,2.9,105.5,2.69,89.8
42204.360601,,65,3,100.5,2.67,83.6
42204.360612,2.15,68,3.1,101.7,2.83,84.9
42204.360624,2.04,67,3.1,98.5,2.79,81.6
